Landmarker_1NN,Landmarker_dt,Landmarker_gnb,Landmarker_lda,class_entropy,dataset_ratio,equiv_nr_feat,kurtosis_max,kurtosis_mean,kurtosis_min,kurtosis_q1,kurtosis_q3,kurtosis_std,labels_mean,labels_std,log_nr_features,log_nr_instances,mi_max,mi_mean,mi_min,mi_std,missing_val,noise_signal_ratio,norm_entropy_max,norm_entropy_mean,norm_entropy_min,norm_entropy_std,nr_categorical_features,num_imput_type,prob_max,prob_mean,prob_min,prob_std,rho_max,rho_mean,rho_min,rho_std,skew_max,skew_mean,skew_min,skew_q1,skew_q3,skew_std,dataset
0.533333333,0.441666667,0.45,0.383333333,1.567052428,1.78125,14.63007079,32,1.633095321,-2.063273125,-0.914806532,1.819343716,5.218674828,0,0,4.043051268,3.465735903,0.323479104,0.107111746,0.003500591,0.071911673,10,1.00042977,0.361503349,0.214269526,0.040124465,0.073855536,0,mean,0.40625,0.333333333,0.28125,0.053114787,1,0.188154863,1.91E-17,0.137448679,5.656854249,0.926572169,0,0.197955957,1.212282818,1.094264118,dataset_105_lung-cancer.csv
0.491666667,0.408333333,0.5,0.475,1.567052428,1.78125,14.91844754,32,1.626446208,-2.063273125,-0.914806532,1.819343716,5.221482306,0,0,4.043051268,3.465735903,0.323479104,0.105041253,0.003500591,0.072597048,10,1.018866368,0.361503349,0.212064254,0.040124465,0.072183943,0,median,0.40625,0.333333333,0.28125,0.053114787,1,0.188477092,0.001920575,0.137525259,5.656854249,0.922687555,0,0.196938543,1.212282818,1.097094955,dataset_105_lung-cancer.csv
0.541666667,0.516666667,0.441666667,0.35,1.567052428,1.78125,14.91844754,32,1.626446208,-2.063273125,-0.914806532,1.819343716,5.221482306,0,0,4.043051268,3.465735903,0.323479104,0.105041253,0.003500591,0.072597048,10,1.018866368,0.361503349,0.212064254,0.040124465,0.072183943,0,mode,0.40625,0.333333333,0.28125,0.053114787,1,0.188477092,0.001920575,0.137525259,5.656854249,0.922687555,0,0.196938543,1.212282818,1.097094955,dataset_105_lung-cancer.csv
0.811666667,0.766666667,0.883333333,0.795,1,0.547169811,66.74025297,0,0,0,0,0,0,3.965517241,0.260339118,4.060443011,4.663439094,0.195473747,0.014983461,-6.66E-16,0.028206343,0,6.867534896,0.148634338,0.117882905,0.071470033,0.015306002,58,,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,dataset_106_molecular-biology_promoters.csv
0.338444421,0.349082396,0.154559953,0.465374144,3.643740056,0.053097345,64.07268086,0,0,0,0,0,0,3.222222222,4.327631576,2.890371758,5.826000107,0.15420585,0.056868856,0.008292549,0.039166416,0,0.369838755,0.118758883,0.077901163,0.017259551,0.030341836,18,,0.247787611,0.047619048,0.002949853,0.05479702,0,0,0,0,0,0,0,0,0,0,dataset_113_primary-tumor.csv
0.782632058,0.769668228,0.907306792,0.873894093,1.318116246,0.008,14.04934714,-1.300798439,-1.300798439,-1.300798439,-1.300798439,-1.300798439,0,3,0,1.609437912,6.43775165,0.093820462,0.093820462,0.093820462,0,0,1.664663906,0.25,0.25,0.25,0,1,,0.4608,0.333333333,0.0784,0.180265089,0,0,0,0,0,0,0,0,0,0,dataset_11_balance-scale.csv
0.9475,0.8895,0.927,0.9825,3.321928095,0.1085,7.910886667,1.7012863,-0.319377668,-1.389320959,-0.697585587,0.002271999,0.542228023,0,0,5.379897354,7.60090246,0.861010762,0.419918555,0.11267503,0.122977989,0,-0.377804091,0.298541587,0.261271607,0.211955121,0.020491926,0,,0.1,0.1,0.1,0,1,0.248461173,1.37E-05,0.196470984,1.073823789,0.340181253,0,0.118151091,0.521276617,0.25398009,dataset_12_mfeat-factors.csv
0.8245,0.7395,0.761,0.8085,3.321928095,0.0385,17.04128098,1.99492262,0.101560712,-1.224302538,-0.192800315,0.396569322,0.648268403,0,0,4.343805422,7.60090246,0.697571976,0.194934178,0.059715125,0.156836139,0,0.29369808,0.28821322,0.252185971,0.224197356,0.014144551,0,,0.1,0.1,0.1,0,0.678828792,0.145163331,2.49E-05,0.103372916,1.029985535,0.544543381,0,0.407477457,0.710775211,0.238325268,dataset_14_mfeat-fourier.csv
0.9715,0.826,0.9355,0.955,3.321928095,0.0325,18.19110547,0.580942601,-0.063787887,-1.224302538,-0.155729887,0.069956089,0.289371034,0,0,4.17438727,7.60090246,0.674410116,0.182612766,0.047313317,0.120348588,0,0.330133356,0.290452994,0.242899332,0.220454482,0.011969693,0,,0.1,0.1,0.1,0,0.570543912,0.106955131,3.96E-05,0.083241277,0.418722048,0.122590071,0,0.036626133,0.181360961,0.106221057,dataset_16_mfeat-karhunen.csv
0.712787831,0.802751909,0.760759192,0.84990385,0.793843839,0.000307113,106.1345557,26.43587035,8.0453603,-1.019278733,0.510136867,13.28974403,9.961095413,11.22222222,11.45792087,2.708050201,10.79634588,0.105945777,0.007479598,3.89E-07,0.01766222,0,1.529818369,0.158901283,0.018922025,2.24E-05,0.028426148,9,,0.760718234,0.5,0.239281766,0.260718234,0.1603887,0.071534271,0.004642532,0.048434594,5.136137083,1.921218869,0.239406161,0.331365446,3.375072485,1.947937535,dataset_183_adult.csv
0.522102016,0.5016691,0.149376797,0.587037858,2.490417636,0.00606469,18.65176476,105.7387124,28.66087843,0.45905999,1.346017422,32.46470238,43.36042697,10,0,2.197224577,7.302496424,0.299279609,0.133521823,0.018425098,0.099863142,0,0.132466532,0.249662586,0.151208996,0.007310381,0.090405146,1,,0.311994609,0.1,0.003369272,0.111007453,0.58163142,0.089273135,0.000391834,0.115342557,10.27688371,3.415986316,0.220995401,0.557378224,4.349681617,3.987299317,dataset_185_yeast.csv
0.905776063,0.855382866,0.796873034,0.837479585,2.483361876,0.005754277,4.20234132,1.277985362,-0.183603628,-1.245126554,-0.880357722,-0.19342625,0.841480226,0,0,3.610917913,8.768729817,0.764183227,0.590947209,0.41575781,0.098905889,0,-0.621800079,0.240458698,0.223496188,0.196153357,0.015799779,0,,0.238102644,0.166666667,0.097200622,0.061903977,0.960662138,0.491123458,0.088954108,0.319757214,0.919495499,0.425605402,0.022503895,0.10245386,0.674011872,0.355822964,dataset_186_satimage.csv
0.199264478,0.199266847,0.10101687,0.262673034,3.602007148,0.002154656,18.17870897,76.02550923,9.945345012,-0.045475581,0.042554854,1.029014615,24.98670155,3,0,2.197224577,8.337348564,0.300516116,0.198144277,0.029673519,0.094404964,0,-0.195826802,0.228346927,0.159342317,0.071196734,0.069414621,1,,0.164950922,0.035714286,0.000239406,0.049574983,0.986811585,0.803583936,0.420883658,0.162824927,3.128817379,0.994353269,0.530958563,0.604861645,0.817848916,0.824335485,dataset_187_abalone.csv
0.496474865,0.831232724,0.075806931,0.30389322,3.504159021,0.000249501,156.6025866,-0.480127685,-0.961995108,-1.229438349,-1.202928819,-0.828273487,0.341418526,9.5,5.172040216,1.945910149,10.24195779,0.142115809,0.022376125,0.001464787,0.035968087,0,1.539371335,0.203026503,0.05682129,0.023984118,0.048677683,4,,0.162282578,0.055555556,0.000962361,0.052067414,0.123986649,0.052809186,0.013167106,0.050438762,0.755763595,0.254154923,0.000782567,0.003350586,0.380841101,0.354697092,dataset_188_kropt.csv
0.902303892,0.927578446,0.073111707,0.823063811,0.540097859,0.013432836,371.2831728,9.416647946,2.602128366,0.252389539,0.747197946,3.759516624,2.675027524,673,666,2.890371758,7.200424893,0.160214041,0.001454679,4.97E-05,0.011974761,40,1.485875397,0.257797557,0.003616151,0.000849872,0.024211885,2,mean,0.906716418,0.333333333,0.042537313,0.405456918,0.983576605,0.536308859,0.021545613,0.255349774,3.272871834,1.220070188,0.124416205,0.623202997,1.589454547,0.805950291,dataset_189_baseball.csv
0.904481557,0.92089553,0.073880674,0.819521087,0.540097859,0.013432836,371.2831728,9.416647946,2.602827567,0.252389539,0.747197946,3.767907031,2.675302539,673,666,2.890371758,7.200424893,0.160214041,0.001454679,4.97E-05,0.011974761,40,1.485875397,0.257797557,0.003616151,0.000849872,0.024211885,2,median,0.906716418,0.333333333,0.042537313,0.405456918,0.983576605,0.536418557,0.021545613,0.255350738,3.272871834,1.220619284,0.124416205,0.623202997,1.596043701,0.806182719,dataset_189_baseball.csv
0.903050495,0.924710459,0.073117824,0.81351668,0.540097859,0.013432836,371.2210717,9.416647946,2.60041362,0.252389539,0.747197946,3.738939676,2.674364556,673,666,2.890371758,7.200424893,0.160214041,0.001454922,4.97E-05,0.011975384,40,1.485571118,0.257797557,0.003616313,0.000849872,0.02421322,2,mode,0.906716418,0.333333333,0.042537313,0.405456918,0.983576605,0.53650063,0.021545613,0.255362469,3.272871834,1.220656763,0.124416205,0.623202997,1.596493448,0.806198786,dataset_189_baseball.csv
0.670764769,0.654426978,0.572852193,0.755447326,1.112087811,0.02184466,21.79529106,15.96186881,4.912299435,-0.27742405,0.960127277,7.755255794,5.631678115,0,0,2.197224577,6.021023349,0.117429737,0.051024224,0.015843601,0.032477713,192,2.980195164,0.350655553,0.203086369,0.076955336,0.079481927,0,mean,0.77184466,0.142857143,0.002427184,0.261568415,0.852610048,0.12864094,0.000213567,0.161318761,3.520096385,1.644806758,0.610744907,0.842305089,1.883663049,0.972715671,dataset_190_braziltourism.csv
0.646734566,0.70452515,0.554261592,0.757862057,1.112087811,0.02184466,21.95102431,15.96186881,4.922826659,-0.276765295,0.960127277,7.828443819,5.631673379,0,0,2.197224577,6.021023349,0.117429737,0.050662229,0.015069974,0.03260231,192,2.970373071,0.350655553,0.201147948,0.076955336,0.079081004,0,median,0.77184466,0.142857143,0.002427184,0.261568415,0.846183112,0.128417944,0.001781009,0.160374832,3.520096385,1.657177424,0.612024487,0.844701861,1.921966505,0.969347961,dataset_190_braziltourism.csv
0.665944252,0.666994036,0.543999162,0.760122393,1.112087811,0.02184466,22.03195603,15.96186881,4.853796594,-0.277712912,0.960127277,7.348439824,5.612617813,0,0,2.197224577,6.021023349,0.115839036,0.050476127,0.015069974,0.032208526,192,2.983054559,0.350643951,0.201049168,0.076955336,0.079053186,0,mode,0.77184466,0.142857143,0.002427184,0.261568415,0.851521514,0.129792422,0.003198428,0.159771868,3.520096385,1.646131611,0.613598419,0.844701861,1.7684217,0.962642272,dataset_190_braziltourism.csv
0.518776276,0.615474413,0.446046135,0.628875293,2.26208362,0.027173913,58.27257208,735.9388064,63.0817796,-1.887802597,-0.145781379,1.419172363,190.2452177,13.66666667,6.992058988,2.995732274,6.601230119,0.499760807,0.038819011,0.001460416,0.069583885,896,0.649524561,0.339423335,0.064032912,0.00156438,0.082885354,6,mean,0.29076087,0.2,0.142663043,0.058379027,0.719225539,0.132186934,0.000508877,0.156471818,27.1276308,2.960948179,0.120725086,0.356733267,0.882837681,6.97855376,dataset_194_eucalyptus.csv
0.525256243,0.6071165,0.446283352,0.635650993,2.26208362,0.027173913,58.8587827,735.9415403,63.08601965,-1.887802597,-0.148108149,1.426370367,190.2445863,13.66666667,6.992058988,2.995732274,6.601230119,0.499760807,0.038432389,0.001460416,0.068782985,896,0.653416375,0.328431555,0.063544741,0.00156438,0.08167881,6,median,0.29076087,0.2,0.142663043,0.058379027,0.718754637,0.134510318,0.000982081,0.155764805,27.12770622,2.972705738,0.135249378,0.365798426,0.891772388,6.974520837,dataset_194_eucalyptus.csv
0.528256201,0.591320704,0.457836851,0.650999835,2.26208362,0.027173913,60.29067898,735.9415295,63.04519676,-1.887802597,-0.14871952,1.426370367,190.258142,13.66666667,6.992058988,2.995732274,6.601230119,0.499760807,0.037519624,0.001460416,0.067723412,896,0.69118096,0.317364799,0.063452474,0.00156438,0.081355582,6,mode,0.29076087,0.2,0.142663043,0.058379027,0.68472998,0.140397805,0.000977902,0.153315018,27.12770592,2.981931733,0.10243665,0.438289454,0.904304148,6.971394655,dataset_194_eucalyptus.csv
0.9755,0.8705,0.9235,0.9575,3.321928095,0.1205,13.77057254,18.11634656,-0.817343276,-1.918398645,-1.769079477,-0.7018261,1.899228492,0,0,5.484796933,7.60090246,0.483299893,0.24123384,0.028065212,0.08119138,0,-0.325612455,0.226692528,0.162685097,0.048738921,0.026729514,0,,0.1,0.1,0.1,0,0.939380604,0.171623383,1.56E-05,0.158158546,4.302409294,0.729521734,0,0.291009734,1.026908727,0.634202302,dataset_20_mfeat-pixel.csv
0.798,0.676,0.73,0.814,3.321928095,0.024,12.45970257,4.370101299,0.694568635,-1.224302538,-0.471860872,1.748955876,1.419772023,0,0,3.871201011,7.60090246,0.526918361,0.266613755,0.074801157,0.114771211,0,-0.069748993,0.286191869,0.248017714,0.187949379,0.025490539,0,,0.1,0.1,0.1,0,0.997870422,0.252428006,7.46E-06,0.210779722,1.794599515,0.77435445,0,0.364738622,1.206895308,0.490574341,dataset_22_mfeat-zernike.csv
0.467001293,0.473036091,0.473854772,0.513168622,1.539034583,0.006788866,60.13814443,8.627000003,0.669730849,-1.681025794,-0.949320293,1.311206924,2.885445956,0,0,2.302585093,7.295056416,0.049148529,0.025591654,0.001789936,0.016628174,0,4.809133025,0.30480901,0.148665322,0.036169904,0.079621903,0,,0.427019688,0.333333333,0.226069246,0.082597563,0.618368693,0.159449178,0.00109875,0.139913492,3.258111159,1.060349324,0.098918311,0.319928309,1.237796599,0.919244867,dataset_23_cmc.csv
1,1,0.953595032,0.99950754,0.999067897,0.002708026,26.71621223,0,0,0,0,0,0,5.318181818,3.050877126,3.091042453,9.002577923,0.366521258,0.037395567,0.000134193,0.059047458,0,-0.083419312,0.07699267,0.034276054,0.000471228,0.026420793,22,,0.517971443,0.5,0.482028557,0.017971443,0,0,0,0,0,0,0,0,0,0,dataset_24_mushroom.csv
0.676169591,0.796052632,0.356140351,0.674269006,0.921876486,0.076086957,42.19004041,368,17.39316448,-1.884968217,-0.628504405,3.670550563,68.71953185,0,0,3.33220451,5.908082938,0.14415496,0.021850571,0.001118497,0.030754802,3854,7.849799672,0.311684425,0.193373179,0.00317671,0.08762552,0,mean,0.663043478,0.5,0.336956522,0.163043478,0.684936408,0.131640879,1.14E-19,0.130197492,19.18332609,1.914824267,0.020655259,0.382908282,1.270233029,3.679254557,dataset_25_colic.ORIG.csv
0.673245614,0.795906433,0.364181287,0.728362573,0.921876486,0.076086957,48.99219605,368,17.54776526,-1.884490776,-0.58878707,3.712291292,68.69880064,0,0,3.33220451,5.908082938,0.134550288,0.018816803,4.17E-05,0.030315174,3854,7.749019103,0.302921228,0.164628566,0.00317671,0.079530388,0,median,0.663043478,0.5,0.336956522,0.163043478,0.684936408,0.131116057,0.000350406,0.126142102,19.18332609,2.049161425,0.0114544,0.43148413,1.923250201,3.66447531,dataset_25_colic.ORIG.csv
0.69005848,0.768859649,0.361549708,0.744444444,0.921876486,0.076086957,41.11541323,368,17.30926823,-1.884490776,-0.666891927,3.676966021,68.7377096,0,0,3.33220451,5.908082938,0.160705952,0.022421676,4.17E-05,0.037706772,3854,6.222950415,0.302921228,0.161950656,0.00317671,0.078414044,0,mode,0.663043478,0.5,0.336956522,0.163043478,0.684936408,0.128928692,0.000643068,0.120733379,19.18332609,2.100606363,0.0114544,0.547960095,2.024828213,3.650824763,dataset_25_colic.ORIG.csv
0.988257063,0.905677205,0.788087928,0.952852898,3.321832725,0.011209964,15.75974271,2807.498576,165.8590212,-1.646519853,-1.366906847,17.00190003,478.86138,0,0,4.143134726,8.634086943,0.449784279,0.210779629,0.000823182,0.130241704,0,-0.247539294,0.250539503,0.158603389,0.000368512,0.09218645,0,,0.101779359,0.1,0.098576512,0.001150408,0.92667427,0.120024712,1.71E-05,0.131376923,52.99527777,5.731887439,0.004935582,0.34111458,3.7290701,10.96261167,dataset_28_optdigits.csv
0.656727561,0.800079162,0.826357934,0.856650225,0.991230899,0.023188406,37.35983243,214.6699724,50.01539467,1.192071082,4.505564329,43.10374337,75.48366158,4.2,3.841874542,2.772588722,6.536691598,0.295079289,0.026531995,1.77E-05,0.062334742,50,1.431949245,0.283933705,0.064524466,0.003033975,0.05672006,10,mean,0.555072464,0.5,0.444927536,0.055072464,0.392787228,0.166008475,0.018538808,0.110977038,13.14065501,4.429861398,1.155943082,1.804086565,4.587222499,4.10198715,dataset_29_credit-a.csv
0.650764828,0.810099866,0.829153574,0.852344416,0.991230899,0.023188406,37.35983243,214.6699724,50.01940617,1.203553651,4.505564329,43.10688999,75.48158774,4.2,3.841874542,2.772588722,6.536691598,0.295079289,0.026531995,1.77E-05,0.062334742,50,1.431949245,0.283933705,0.064524466,0.003033975,0.05672006,10,median,0.555072464,0.5,0.444927536,0.055072464,0.391463608,0.166115466,0.018718715,0.11077422,13.14065501,4.432816476,1.167304222,1.805678897,4.587222499,4.100043038,dataset_29_credit-a.csv
0.658136037,0.811698332,0.832114237,0.856691633,0.991230899,0.023188406,37.37640138,214.6699724,49.89596369,1.177795525,4.505564329,42.9281658,75.53229336,4.2,3.841874542,2.772588722,6.536691598,0.295079289,0.026520234,1.77E-05,0.062336139,50,1.432107349,0.282810812,0.064500055,0.003033975,0.056625791,10,mode,0.555072464,0.5,0.444927536,0.055072464,0.387791621,0.164925242,0.018993999,0.110847628,13.14065501,4.42450672,1.17123097,1.792232576,4.587222499,4.103236774,dataset_29_credit-a.csv
0.603,0.692,0.719,0.751,0.881290899,0.021,166.9354467,4.292590308,0.924277526,-1.381448503,-0.307346775,1.626856533,1.785466507,4,1.963961012,3.044522438,6.907755279,0.056777817,0.005279232,2.82E-07,0.009166709,0,12.703082,0.286445302,0.072341745,0.007434275,0.054131659,14,,0.7,0.5,0.3,0.2,0.624984198,0.102485834,0.011283597,0.13723468,1.94962768,1.150069962,0.272569814,0.776043691,1.591010344,0.585981859,dataset_31_credit-g.csv
0.9929018,0.963707068,0.857979565,0.876004051,3.320771739,0.001546579,7.098407583,3.050747285,-0.544080002,-1.685793174,-1.232673067,-0.532665372,1.091746323,0,0,2.833213344,9.304923014,0.778395784,0.467819254,0.228694732,0.155410829,0,-0.536809146,0.243627099,0.2166896,0.155344747,0.026447123,0,,0.104075691,0.1,0.095978894,0.004003283,0.857204862,0.254495608,0.000831523,0.198812922,1.491182875,0.480592323,0.026152546,0.146745718,0.740555035,0.417265179,dataset_32_pendigits.csv
0.912973138,0.939832112,0.876514042,0.972704518,2.432597274,0.095628415,7.891441329,23.45246698,2.399933544,-1.415594702,-0.257723346,2.306629593,5.391529062,0,0,3.555348061,5.902633333,0.598273987,0.308257665,0.064657207,0.154481762,16,-0.523465071,0.352455476,0.146895544,0.046245118,0.060994264,0,mean,0.306010929,0.166666667,0.054644809,0.075882209,0.941658627,0.2315582,0.000694481,0.207639004,4.778517412,1.457722865,0.008204047,0.399586772,1.944298127,1.17193341,dataset_35_dermatology.csv
0.8996337,0.945338828,0.876797924,0.976196581,2.432597274,0.095628415,7.891441329,23.45246698,2.399928981,-1.415594702,-0.257723346,2.306629593,5.391531649,0,0,3.555348061,5.902633333,0.598273987,0.308257665,0.064657207,0.154481762,16,-0.523465071,0.352455476,0.146895544,0.046245118,0.060994264,0,median,0.306010929,0.166666667,0.054644809,0.075882209,0.941658627,0.231572576,0.000694481,0.207628241,4.778517412,1.457883063,0.008204047,0.399586772,1.944298127,1.171744641,dataset_35_dermatology.csv
0.892396215,0.937576313,0.876926129,0.975412088,2.432597274,0.095628415,7.891891974,23.45246698,2.399721949,-1.415594702,-0.257723346,2.306629593,5.391649146,0,0,3.555348061,5.902633333,0.598273987,0.308240062,0.064657207,0.154493251,16,-0.523277919,0.354131667,0.146944844,0.046245118,0.061160842,0,mode,0.306010929,0.166666667,0.054644809,0.075882209,0.941658627,0.231511715,0.000694481,0.207671922,4.778517412,1.457267874,0.008204047,0.399586772,1.944298127,1.172473442,dataset_35_dermatology.csv
0.964502165,0.962337662,0.794805195,0.915584416,2.807354922,0.008225108,5.416947895,339.2210943,38.51719077,-1.21587097,0.125114238,26.61307214,90.06976381,7,0,2.944438979,7.745002804,0.898078976,0.518254001,0.013732681,0.379954717,0,-0.657787086,0.297066149,0.177353212,0.009319777,0.103345571,1,,0.142857143,0.142857143,0.142857143,2.78E-17,0.998644375,0.278004542,0.000145189,0.325256465,16.90093525,3.419332282,0.052559508,0.900189591,4.697899809,4.644838677,dataset_36_segment.csv
0.674487355,0.705758715,0.755263158,0.774794942,0.933134317,0.01171875,19.88550278,7.214259554,2.775362395,-0.520071866,0.52038981,5.283855802,2.750206101,2,0,2.197224577,6.643789733,0.133432693,0.046925357,0.018205809,0.036552483,0,4.078657254,0.273688824,0.238317805,0.168888212,0.031426756,1,,0.651041667,0.5,0.348958333,0.151041667,0.544341228,0.171656789,0.017683091,0.130047474,2.272250858,1.097393522,0.109372496,0.365174567,1.862683754,0.784942277,dataset_37_diabetes.csv
0.905355431,0.986747199,0.393962893,0.956526669,0.332350556,0.007423118,50.66714202,264.2957689,56.76099017,4.88154871,7.71135951,34.69582284,93.63702458,2.136363636,0.624896686,3.33220451,8.235360644,0.13874561,0.006559489,4.68E-07,0.020191871,4284,4.570130494,0.154070878,0.036537209,0.000297299,0.037354415,22,mean,0.938759279,0.5,0.061240721,0.438759279,0.779100516,0.259577078,0.037609477,0.197956496,14.61532877,3.756732732,1.301173074,1.336219403,1.951974367,4.863791436,dataset_38_sick.csv
0.906422038,0.983297523,0.387863497,0.955991965,0.332350556,0.007423118,50.66714202,264.0208878,56.73526354,4.915697449,7.737233141,34.70224065,93.52509829,2.136363636,0.624896686,3.33220451,8.235360644,0.13874561,0.006559489,4.68E-07,0.020191871,4284,4.570130494,0.154070878,0.036537209,0.000297299,0.037354415,22,median,0.938759279,0.5,0.061240721,0.438759279,0.78039428,0.25908444,0.035078723,0.198506217,14.61301475,3.771583813,1.324880752,1.363126427,1.954657553,4.855620928,dataset_38_sick.csv
0.90668309,0.986477748,0.384947125,0.955732312,0.332350556,0.007423118,50.66714202,263.4248026,56.61690841,4.894968665,7.711755886,34.69974832,93.31457359,2.136363636,0.624896686,3.33220451,8.235360644,0.13874561,0.006559489,4.68E-07,0.020191871,4284,4.570130494,0.154070878,0.036537209,0.000297299,0.037354415,22,mode,0.938759279,0.5,0.061240721,0.438759279,0.781968946,0.258953272,0.034096159,0.198401429,14.59114116,3.774155121,1.309355398,1.380344214,1.954449183,4.84457618,dataset_38_sick.csv
0.807494596,0.777787563,0.771348083,0.876441099,2.188745583,0.023809524,6.003562007,336,51.97603083,-1.044754289,-0.898704018,15.20748151,116.3956421,8,0,2.079441542,5.81711116,0.711894896,0.364574494,0.016158712,0.23325511,0,-0.328757325,0.361668051,0.244717959,0.003487055,0.147799192,1,,0.425595238,0.125,0.005952381,0.135686218,0.809323614,0.184000467,0.007653676,0.185772549,18.33030278,3.652916959,0.062866696,0.21424596,3.167268631,6.260678296,dataset_39_ecoli.csv
0.863902606,0.995621082,0.620149143,0.940236958,0.998575539,0.011576971,77.60553177,0,0,0,0,0,0,2.027027027,0.162162162,3.610917913,8.069655307,0.137428129,0.012867324,8.18E-10,0.026572954,0,2.869376803,0.085522055,0.049788526,0.000351659,0.028168663,37,,0.522215269,0.5,0.477784731,0.022215269,0,0,0,0,0,0,0,0,0,0,dataset_3_kr-vs-kp.csv
0.831601732,0.730844156,0.678809524,0.753961039,0.996729589,0.293269231,19.88965828,20.73612072,2.276776694,-1.210104142,-0.549885818,3.59763658,4.262387208,2,0,4.110873864,5.33753808,0.164895575,0.050112957,0.007823506,0.030398847,0,6.093671663,0.420766332,0.355484863,0.201832855,0.052196426,1,,0.533653846,0.5,0.466346154,0.033653846,0.925835869,0.229395664,0.000152506,0.173289657,3.401697437,1.143711249,0.085331384,0.618762549,1.666486402,0.721745207,dataset_40_sonar.csv
0.733562463,0.685524731,0.453024359,0.611800499,2.176533992,0.046728972,7.973044305,54.68969853,9.908544271,-0.410318963,2.662015617,6.681977951,16.20433661,6,0,2.302585093,5.365976015,0.457257868,0.272986567,0.122397664,0.105577478,0,-0.106914346,0.331745103,0.243800387,0.114585911,0.073585305,1,,0.355140187,0.166666667,0.042056075,0.12687774,0.810402696,0.227698429,0.000386019,0.180432623,6.55164831,2.071040286,0.454181454,0.907289809,2.047053913,1.788689845,dataset_41_glass.csv
0.92239162,0.928494102,0.945131587,0.940149418,3.835507985,0.052708638,26.24060198,0,0,0,0,0,0,4.194444444,2.675188928,3.583518938,6.52649486,0.494340433,0.146166921,0.002719797,0.089948053,0,-0.562595305,0.106204957,0.063934097,0.001688301,0.028169034,36,,0.134699854,0.052631579,0.011713031,0.043056012,0,0,0,0,0,0,0,0,0,0,dataset_42_soybean.csv
0.82764893,0.917640163,0.820688584,0.888719496,0.967360237,0.012605955,61.13734517,1480.64205,236.9806632,-1.81259578,49.98049761,285.6243809,293.7783217,0,0,4.060443011,8.43402895,0.097344474,0.015822739,0.000776117,0.017073465,0,0.647244157,0.118625332,0.026063914,0.002724053,0.024135704,0,,0.605955227,0.5,0.394044773,0.105955227,0.996066051,0.064343853,1.68E-05,0.103727565,31.06206428,11.00124551,0.433811391,5.797608154,13.48533015,6.979363441,dataset_44_spambase.csv
0.720969718,0.946081842,0.449127829,0.286863245,1.48017007,0.019435737,1129.824149,0,0,0,0,0,0,55.93548387,399.7397488,4.127134385,8.067776196,0.265899226,0.001310089,1.64E-06,0.009803475,0,2.896380539,0.0859153,0.005104605,0.000352329,0.017471713,62,,0.518808777,0.333333333,0.240438871,0.131151007,0,0,0,0,0,0,0,0,0,0,dataset_46_splice.csv
0.561666667,0.654285714,0.522916667,0.523392857,1.584520917,0.039735099,14.97284241,1.844904386,-0.195166477,-1.513348513,-0.990998392,0.28850261,1.11206688,0,0,1.791759469,5.017279837,0.180180139,0.105826327,0.038619035,0.05656021,0,1.592347362,0.433862147,0.2743386,0.085047819,0.152401842,0,,0.344370861,0.333333333,0.324503311,0.008259729,0.282741849,0.167435234,0.033484795,0.086284985,1.954646522,0.824602695,0.008312805,0.152274416,1.401981866,0.735050929,dataset_48_tae.csv
0.966666667,0.88,0.93,0.93,0.934849024,0.298245614,10.72132649,24.92674072,5.394610257,-0.901821837,0.436750381,6.353482393,7.868337129,2.555555556,0.496903995,2.833213344,4.043051268,0.278334615,0.087195276,0.001233018,0.082627332,278,1.080360668,0.535452513,0.181397623,0.050999118,0.127467245,9,mean,0.649122807,0.5,0.350877193,0.149122807,0.657410186,0.197211174,1.82E-16,0.147903297,4.395078079,1.214906968,0.106743481,0.282040106,1.432368243,1.355865051,dataset_4_labor.csv
0.98,0.876666667,0.91,0.873333333,0.934849024,0.298245614,10.87534147,26.25026682,5.992983443,-0.910006304,0.429745238,6.759622303,8.236086146,2.555555556,0.496903995,2.833213344,4.043051268,0.272287208,0.08596043,0.001233018,0.081592476,278,1.066890783,0.534830493,0.17767082,0.050999118,0.120239537,9,median,0.649122807,0.5,0.350877193,0.149122807,0.656369587,0.202212077,0.017547175,0.142900193,4.644878021,1.506660653,0.229616665,0.342034203,2.275256546,1.468196136,dataset_4_labor.csv
0.98,0.876666667,0.916666667,0.86,0.934849024,0.298245614,11.3704337,25.46098211,6.223679413,-0.910006304,0.414967183,7.396113346,8.072537176,2.555555556,0.496903995,2.833213344,4.043051268,0.254386504,0.082217534,0.001233018,0.080450576,278,1.125158519,0.53297385,0.174725294,0.050999118,0.118707109,9,mode,0.649122807,0.5,0.350877193,0.149122807,0.646000582,0.178523937,0.023111543,0.151312047,4.623667369,1.83838409,0.229616665,0.358095522,2.934331599,1.523674605,dataset_4_labor.csv
0.686860531,0.945699946,0.671159003,0.983212719,0.930953986,0.010438413,130.2466563,0,0,0,0,0,0,2.9,0.3,2.302585093,6.864847778,0.057103392,0.007147623,0.000938677,0.0127409,0,11.64674015,0.100830472,0.09039413,0.065714607,0.009557005,10,,0.653444676,0.5,0.346555324,0.153444676,0,0,0,0,0,0,0,0,0,0,dataset_50_tic-tac-toe.csv
